DATE,Completion,pet,gas,agua,FirstDate,ProdTotalDaysCum
1/02/1995,AL-10:A,,,,1/06/1973,4416
1/03/1995,AL-10:A,,,,1/06/1973,4416
1/04/1995,AL-10:A,,,,1/06/1973,4416
1/05/1995,AL-10:A,,,,1/06/1973,4416
1/06/1995,AL-10:A,,,,1/06/1973,4416
1/07/1995,AL-10:A,,,,1/06/1973,4416
1/08/1995,AL-10:A,,,,1/06/1973,4416
1/09/1995,AL-10:A,,,,1/06/1973,4416
1/10/1995,AL-10:A,,,,1/06/1973,4416
1/11/1995,AL-10:A,,,,1/06/1973,4416
1/12/1995,AL-10:A,,,,1/06/1973,4416
1/01/1996,AL-10:A,,,,1/06/1973,4416
1/02/1996,AL-10:A,,,,1/06/1973,4416
1/03/1996,AL-10:A,,,,1/06/1973,4416
1/04/1996,AL-10:A,,,,1/06/1973,4416
1/05/1996,AL-10:A,,,,1/06/1973,4416
1/06/1996,AL-10:A,,,,1/06/1973,4416
1/07/1996,AL-10:A,,,,1/06/1973,4416
1/08/1996,AL-10:A,,,,1/06/1973,4416
1/09/1996,AL-10:C,590,425,546,1/09/1996,30
1/10/1996,AL-10:C,463,420,329,1/09/1996,61
1/11/1996,AL-10:C,382,415,180,1/09/1996,91
1/12/1996,AL-10:C,493,405,390,1/09/1996,122
1/01/1997,AL-10:C,465,430,237,1/09/1996,153
1/02/1997,AL-10:C,475,534,259,1/09/1996,181
1/03/1997,AL-10:C,377,425,306,1/09/1996,212
1/04/1997,AL-10:C,482,429,299,1/09/1996,242
1/05/1997,AL-10:C,363,435,296,1/09/1996,273
1/06/1997,AL-10:C,321,428,296,1/09/1996,303
1/07/1997,AL-10:C,396,350,240,1/09/1996,334
1/08/1997,AL-10:C,348,410,264,1/09/1996,365
1/09/1997,AL-10:C,399,407,344,1/09/1996,395
1/10/1997,AL-10:C,305,454,457,1/09/1996,426
1/11/1997,AL-10:C,263,347,406,1/09/1996,456
1/12/1997,AL-10:C,369,315,572,1/09/1996,487
1/01/1998,AL-10:C,316,375,518,1/09/1996,518
1/02/1998,AL-10:C,381,261,372,1/09/1996,546
1/03/1998,AL-10:C,154,404,155,1/09/1996,577
1/04/1998,AL-10:C,237,412,202,1/09/1996,607
1/05/1998,AL-10:C,277,417,485,1/09/1996,638
1/06/1998,AL-10:C,364,490,172,1/09/1996,668
1/07/1998,AL-10:C,337,504,234,1/09/1996,699
1/08/1998,AL-10:C,313,667,242,1/09/1996,730
1/09/1998,AL-10:C,314,659,408,1/09/1996,760
1/10/1998,AL-10:C,357,665,203,1/09/1996,791
1/11/1998,AL-10:C,319,656,220,1/09/1996,821
1/12/1998,AL-10:C,275,639,196,1/09/1996,852
1/01/1999,AL-10:C,263,632,189,1/09/1996,883
1/02/1999,AL-10:C,124,239,78,1/09/1996,911
1/03/1999,AL-10:C,335,608,233,1/09/1996,942
1/04/1999,AL-10:C,339,630,204,1/09/1996,972
1/05/1999,AL-10:C,311,673,266,1/09/1996,1003
1/06/1999,AL-10:C,281,651,329,1/09/1996,1033
1/07/1999,AL-10:C,321,440,245,1/09/1996,1064
1/08/1999,AL-10:C,280,536,226,1/09/1996,1095
1/09/1999,AL-10:C,269,507,222,1/09/1996,1125
1/10/1999,AL-10:C,267,509,181,1/09/1996,1156
1/11/1999,AL-10:C,280,373,149,1/09/1996,1186
1/12/1999,AL-10:C,241,339,203,1/09/1996,1217
1/01/2000,AL-10:C,267,606,149,1/09/1996,1248
1/02/2000,AL-10:C,202,581,132,1/09/1996,1277
1/03/2000,AL-10:C,215,651,170,1/09/1996,1308
1/04/2000,AL-10:C,215,654,206,1/09/1996,1338
1/05/2000,AL-10:C,213,637,166,1/09/1996,1369
1/06/2000,AL-10:C,221,630,144,1/09/1996,1399
1/07/2000,AL-10:C,224,629,142,1/09/1996,1430
1/08/2000,AL-10:C,223,647,161,1/09/1996,1461
1/09/2000,AL-10:C,217,626,190,1/09/1996,1491
1/10/2000,AL-10:C,217,647,185,1/09/1996,1522
1/11/2000,AL-10:C,223,611,189,1/09/1996,1552
1/12/2000,AL-10:C,210,624,175,1/09/1996,1583
1/01/2001,AL-10:C,213,562,143,1/09/1996,1614
1/02/2001,AL-10:C,247,637,149,1/09/1996,1642
1/03/2001,AL-10:C,225,700,177,1/09/1996,1673
1/04/2001,AL-10:C,193,700,173,1/09/1996,1703
1/05/2001,AL-10:C,201,701,172,1/09/1996,1734
1/06/2001,AL-10:C,188,684,202,1/09/1996,1764
1/07/2001,AL-10:C,217,597,183,1/09/1996,1795
1/08/2001,AL-10:C,222,597,133,1/09/1996,1826
1/09/2001,AL-10:C,177,473,148,1/09/1996,1856
1/10/2001,AL-10:C,184,461,184,1/09/1996,1887
1/11/2001,AL-10:C,202,438,136,1/09/1996,1917
1/12/2001,AL-10:C,210,510,164,1/09/1996,1948
1/01/2002,AL-10:C,243,560,204,1/09/1996,1979
1/02/2002,AL-10:C,214,427,160,1/09/1996,2007
1/03/2002,AL-10:C,161,533,182,1/09/1996,2038
1/04/2002,AL-10:C,163,501,133,1/09/1996,2068
1/05/2002,AL-10:C,151,513,169,1/09/1996,2099
1/06/2002,AL-10:C,152,491,205,1/09/1996,2129
1/10/1978,AL-11:B,248,146,115,1/10/1978,31
1/11/1978,AL-11:B,1331,1067,90,1/10/1978,61
1/12/1978,AL-11:B,1473,1070,31,1/10/1978,92
1/01/1979,AL-11:B,1101,854,62,1/10/1978,123
1/02/1979,AL-11:B,225,176,,1/10/1978,151
1/03/1979,AL-11:B,867,3399,147,1/10/1978,182
1/04/1979,AL-11:B,2041,1123,180,1/10/1978,212
1/05/1979,AL-11:B,646,2631,62,1/10/1978,243
1/06/1979,AL-11:B,478,297,60,1/10/1978,273
1/07/1979,AL-11:B,1300,630,868,1/10/1978,304
1/08/1979,AL-11:B,1111,1084,700,1/10/1978,335
1/09/1979,AL-11:B,1285,639,800,1/10/1978,365
1/10/1979,AL-11:B,1357,706,840,1/10/1978,396
1/11/1979,AL-11:B,1207,902,900,1/10/1978,426
1/12/1979,AL-11:B,821,470,600,1/10/1978,457
1/01/1980,AL-11:B,1306,758,864,1/10/1978,488
1/02/1980,AL-11:B,770,493,525,1/10/1978,517
1/03/1980,AL-11:B,641,431,378,1/10/1978,548
1/04/1980,AL-11:B,684,464,414,1/10/1978,578
1/05/1980,AL-11:B,858,547,522,1/10/1978,609
1/06/1980,AL-11:B,725,460,480,1/10/1978,639
1/07/1980,AL-11:B,803,691,496,1/10/1978,670
1/08/1980,AL-11:B,710,490,496,1/10/1978,701
1/09/1980,AL-11:B,344,213,480,1/10/1978,731
1/10/1980,AL-11:B,,,,1/10/1978,731
1/11/1980,AL-11:B,433,286,470,1/10/1978,761
1/12/1980,AL-11:B,691,476,310,1/10/1978,792
1/01/1981,AL-11:B,279,185,250,1/10/1978,823
1/02/1981,AL-11:B,1073,813,648,1/10/1978,851
1/03/1981,AL-11:B,823,777,527,1/10/1978,882
1/04/1981,AL-11:B,987,818,570,1/10/1978,912
1/05/1981,AL-11:B,962,854,589,1/10/1978,943
1/06/1981,AL-11:B,437,465,240,1/10/1978,973
1/07/1981,AL-11:B,430,436,252,1/10/1978,1004
1/08/1981,AL-11:B,1044,876,600,1/10/1978,1035
1/09/1981,AL-11:B,826,760,506,1/10/1978,1065
1/10/1981,AL-11:B,817,836,529,1/10/1978,1096
1/11/1981,AL-11:B,502,427,315,1/10/1978,1126
1/12/1981,AL-11:B,816,923,442,1/10/1978,1157
1/01/1982,AL-11:B,745,929,442,1/10/1978,1188
1/02/1982,AL-11:B,688,433,546,1/10/1978,1216
1/03/1982,AL-11:B,587,475,392,1/10/1978,1247
1/04/1982,AL-11:B,601,394,391,1/10/1978,1277
1/05/1982,AL-11:B,645,653,442,1/10/1978,1308
1/06/1982,AL-11:B,527,376,364,1/10/1978,1338
1/07/1982,AL-11:B,739,753,486,1/10/1978,1369
1/08/1982,AL-11:B,608,564,450,1/10/1978,1400
1/09/1982,AL-11:B,729,699,504,1/10/1978,1430
1/10/1982,AL-11:B,953,849,690,1/10/1978,1461
1/11/1982,AL-11:B,685,691,494,1/10/1978,1491
1/12/1982,AL-11:B,406,353,238,1/10/1978,1522
1/03/1979,AL-12:B,2223,1688,,1/03/1979,31
1/04/1979,AL-12:B,0,0,,1/03/1979,31
1/05/1979,AL-12:B,2005,1608,,1/03/1979,62
1/06/1979,AL-12:B,1792,2397,,1/03/1979,92
1/07/1979,AL-12:B,1001,1112,,1/03/1979,123
1/08/1979,AL-12:B,929,672,93,1/03/1979,154
1/09/1979,AL-12:B,925,974,90,1/03/1979,184
1/10/1979,AL-12:B,794,999,93,1/03/1979,215
1/11/1979,AL-12:B,805,1361,60,1/03/1979,245
1/12/1979,AL-12:B,784,1067,62,1/03/1979,276
1/01/1980,AL-12:B,1565,2052,155,1/03/1979,307
1/02/1980,AL-12:B,1488,2247,145,1/03/1979,336
1/03/1980,AL-12:B,1195,1915,78,1/03/1979,367
1/04/1980,AL-12:B,,,,1/03/1979,367
1/05/1980,AL-12:B,,,,1/03/1979,367
1/06/1980,AL-12:B,1702,3158,,1/03/1979,397
1/07/1980,AL-12:B,1610,3497,186,1/03/1979,428
1/08/1980,AL-12:B,1128,2057,130,1/03/1979,459
1/09/1980,AL-12:B,1167,1788,116,1/03/1979,489
1/10/1980,AL-12:B,1166,2323,124,1/03/1979,520
1/11/1980,AL-12:B,947,2345,104,1/03/1979,550
1/12/1980,AL-12:B,962,2190,93,1/03/1979,581
1/01/1981,AL-12:B,904,1853,93,1/03/1979,612
1/02/1981,AL-12:B,847,2198,81,1/03/1979,640
1/03/1981,AL-12:B,679,859,93,1/03/1979,671
1/04/1981,AL-12:B,634,1463,90,1/03/1979,701
1/05/1981,AL-12:B,560,1087,81,1/03/1979,732
1/06/1981,AL-12:B,722,362,90,1/03/1979,762
1/07/1981,AL-12:B,202,108,21,1/03/1979,793
1/08/1981,AL-12:B,156,115,18,1/03/1979,824
1/09/1981,AL-12:B,546,358,72,1/03/1979,854
1/10/1981,AL-12:B,535,557,72,1/03/1979,885
1/11/1981,AL-12:B,602,521,90,1/03/1979,915
1/12/1981,AL-12:B,464,434,81,1/03/1979,946
1/01/1982,AL-12:B,423,342,81,1/03/1979,977
1/02/1982,AL-12:B,242,276,44,1/03/1979,1005
1/03/1982,AL-12:B,765,683,93,1/03/1979,1036
1/04/1982,AL-12:B,507,399,63,1/03/1979,1066
1/05/1982,AL-12:B,514,438,78,1/03/1979,1097
1/06/1982,AL-12:B,469,521,50,1/03/1979,1127
1/07/1982,AL-12:B,709,2243,62,1/03/1979,1158
1/08/1982,AL-12:B,521,906,54,1/03/1979,1189
1/09/1982,AL-12:B,517,849,54,1/03/1979,1219
1/10/1982,AL-12:B,521,903,58,1/03/1979,1250
1/11/1982,AL-12:B,453,878,48,1/03/1979,1280
1/12/1982,AL-12:B,470,836,58,1/03/1979,1311
1/01/1983,AL-12:B,346,515,30,1/03/1979,1342
1/02/1983,AL-12:B,,,,1/03/1979,1342
1/03/1983,AL-12:B,,,,1/03/1979,1342
1/04/1983,AL-12:B,,,,1/03/1979,1342
1/05/1983,AL-12:B,,,,1/03/1979,1342
1/06/1983,AL-12:B,119,389,18,1/03/1979,1372
1/07/1983,AL-12:B,168,295,32,1/03/1979,1403
1/08/1983,AL-12:B,486,519,38,1/03/1979,1434
1/09/1983,AL-12:B,465,444,56,1/03/1979,1464
1/10/1983,AL-12:B,368,397,80,1/03/1979,1495
1/11/1983,AL-12:B,520,777,100,1/03/1979,1525
1/12/1983,AL-12:B,508,1647,81,1/03/1979,1556
1/01/1984,AL-12:B,462,591,50,1/03/1979,1587
1/02/1984,AL-12:B,470,,80,1/03/1979,1616
1/03/1984,AL-12:B,541,1137,84,1/03/1979,1647
1/04/1984,AL-12:B,367,490,63,1/03/1979,1677
1/05/1984,AL-12:B,81,319,15,1/03/1979,1708
1/06/1984,AL-12:B,428,883,69,1/03/1979,1738
1/07/1984,AL-12:B,515,866,93,1/03/1979,1769
1/08/1984,AL-12:B,401,247,52,1/03/1979,1800
1/09/1984,AL-12:B,420,1389,60,1/03/1979,1830
1/10/1984,AL-12:B,462,1848,,1/03/1979,1861
1/11/1984,AL-12:B,520,2166,,1/03/1979,1891
1/12/1984,AL-12:B,361,819,,1/03/1979,1922
1/01/1985,AL-12:B,580,1918,,1/03/1979,1953
1/02/1985,AL-12:B,344,421,,1/03/1979,1981
1/03/1985,AL-12:B,373,787,,1/03/1979,2012
1/04/1985,AL-12:B,350,861,,1/03/1979,2042
1/05/1985,AL-12:B,375,1267,,1/03/1979,2073
1/06/1985,AL-12:B,309,1042,,1/03/1979,2103
1/07/1985,AL-12:B,454,2612,,1/03/1979,2134
1/08/1985,AL-12:B,380,1166,,1/03/1979,2165
1/09/1985,AL-12:B,311,786,,1/03/1979,2195
1/10/1985,AL-12:B,453,2611,,1/03/1979,2226
1/11/1985,AL-12:B,426,1886,,1/03/1979,2256
1/12/1985,AL-12:B,403,2602,,1/03/1979,2287
1/01/1986,AL-12:B,359,3714,30,1/03/1979,2318
1/02/1986,AL-12:B,356,1231,,1/03/1979,2346
1/03/1986,AL-12:B,424,2491,,1/03/1979,2377
1/04/1986,AL-12:B,112,950,,1/03/1979,2407
1/05/1986,AL-12:B,560,4879,,1/03/1979,2438
1/06/1986,AL-12:B,577,3802,,1/03/1979,2468
1/07/1986,AL-12:B,432,2803,,1/03/1979,2499
1/08/1986,AL-12:B,358,2562,,1/03/1979,2530
1/09/1986,AL-12:B,379,1334,,1/03/1979,2560
1/10/1986,AL-12:B,328,1503,,1/03/1979,2591
1/11/1986,AL-12:B,322,1315,30,1/03/1979,2621
1/12/1986,AL-12:B,347,1571,27,1/03/1979,2652
1/01/1987,AL-12:B,327,1412,58,1/03/1979,2683
1/02/1987,AL-12:B,196,1034,150,1/03/1979,2711
1/03/1987,AL-12:B,117,474,120,1/03/1979,2742
1/04/1987,AL-12:B,106,503,108,1/03/1979,2772
1/05/1987,AL-12:B,188,245,180,1/03/1979,2803
1/06/1987,AL-12:B,184,600,180,1/03/1979,2833
1/07/1987,AL-12:B,164,1595,124,1/03/1979,2864
1/08/1987,AL-12:B,,,,1/03/1979,2864
1/09/1987,AL-12:B,107,1500,23,1/03/1979,2894
1/10/1987,AL-12:B,127,3100,31,1/03/1979,2925
1/11/1987,AL-12:B,132,3846,30,1/03/1979,2955
1/12/1987,AL-12:B,139,366,31,1/03/1979,2986
1/01/1988,AL-12:B,123,1884,31,1/03/1979,3017
1/02/1988,AL-12:B,109,2596,29,1/03/1979,3046
1/03/1988,AL-12:B,318,5321,62,1/03/1979,3077
1/04/1988,AL-12:B,196,2554,29,1/03/1979,3107
1/05/1988,AL-12:B,170,2286,31,1/03/1979,3138
1/06/1988,AL-12:B,139,2887,30,1/03/1979,3168
1/07/1988,AL-12:B,101,1869,29,1/03/1979,3199
1/08/1988,AL-12:B,112,2240,31,1/03/1979,3230
1/09/1988,AL-12:B,175,2331,,1/03/1979,3260
1/10/1988,AL-12:B,156,2431,,1/03/1979,3291
1/11/1988,AL-12:B,166,2544,,1/03/1979,3321
1/12/1988,AL-12:B,97,1736,,1/03/1979,3352
1/01/1989,AL-12:B,109,2848,,1/03/1979,3383
1/02/1989,AL-12:B,126,2840,,1/03/1979,3411
1/03/1989,AL-12:B,87,1223,,1/03/1979,3442
1/04/1989,AL-12:B,156,314,,1/03/1979,3472
1/05/1989,AL-12:B,135,386,,1/03/1979,3503
1/06/1989,AL-12:B,126,3063,,1/03/1979,3533
1/07/1989,AL-12:B,154,7773,,1/03/1979,3564
1/08/1989,AL-12:B,182,11321,,1/03/1979,3595
1/09/1989,AL-12:B,122,7572,,1/03/1979,3625
1/10/1989,AL-12:B,124,7669,,1/03/1979,3656
1/11/1989,AL-12:B,90,9033,,1/03/1979,3686
1/12/1989,AL-12:B,100,13636,62,1/03/1979,3717
1/01/1990,AL-12:B,72,7589,28,1/03/1979,3748
1/02/1990,AL-12:B,75,1246,18,1/03/1979,3776
1/03/1990,AL-12:B,93,2666,31,1/03/1979,3807
1/04/1990,AL-12:B,52,600,30,1/03/1979,3837
1/05/1990,AL-12:B,63,579,31,1/03/1979,3868
1/06/1990,AL-12:B,48,986,1590,1/03/1979,3898
1/07/1990,AL-12:B,42,713,1643,1/03/1979,3929
1/08/1990,AL-12:B,37,739,1272,1/03/1979,3960
1/09/1990,AL-12:B,48,659,1484,1/03/1979,3990
1/10/1990,AL-12:B,76,597,1113,1/03/1979,4021
1/11/1990,AL-12:B,57,783,1431,1/03/1979,4051
1/12/1990,AL-12:B,114,366,1537,1/03/1979,4082
1/01/1991,AL-12:B,104,503,1643,1/03/1979,4113
1/02/1991,AL-12:B,40,1193,1484,1/03/1979,4141
1/03/1991,AL-12:B,39,972,1643,1/03/1979,4172
1/04/1991,AL-12:B,144,1391,1590,1/03/1979,4202
1/05/1991,AL-12:B,121,2366,1643,1/03/1979,4233
1/06/1991,AL-12:B,107,2024,1590,1/03/1979,4263
1/07/1991,AL-12:B,117,2348,1643,1/03/1979,4294
1/08/1991,AL-12:B,156,1920,1590,1/03/1979,4325
1/09/1991,AL-12:B,73,1086,1590,1/03/1979,4355
1/10/1991,AL-12:B,117,1377,1537,1/03/1979,4386
1/11/1991,AL-12:B,142,1951,1590,1/03/1979,4416
1/12/1991,AL-12:B,118,2044,1590,1/03/1979,4447
1/01/1992,AL-12:B,96,1158,1643,1/03/1979,4478
1/02/1992,AL-12:B,52,301,14,1/03/1979,4507
1/03/1992,AL-12:B,48,886,29,1/03/1979,4538
1/04/1992,AL-12:B,,,,1/03/1979,4538
1/05/1992,AL-12:B,144,988,29,1/03/1979,4569
1/06/1992,AL-12:B,106,955,58,1/03/1979,4599
1/07/1992,AL-12:B,67,2280,23,1/03/1979,4630
1/08/1992,AL-12:B,157,1404,14,1/03/1979,4661
1/09/1992,AL-12:B,70,1273,2,1/03/1979,4691
1/10/1992,AL-12:B,76,1176,19,1/03/1979,4722
1/11/1992,AL-12:B,,,,1/03/1979,4722
1/12/1992,AL-12:B,,,,1/03/1979,4722
1/01/1993,AL-12:B,,,,1/03/1979,4722
1/02/1993,AL-12:B,,,,1/03/1979,4722
1/03/1993,AL-12:B,,,,1/03/1979,4722
1/04/1993,AL-12:B,,,,1/03/1979,4722
1/05/1993,AL-12:B,,,,1/03/1979,4722
1/06/1993,AL-12:B,,,,1/03/1979,4722
1/07/1993,AL-12:B,168,672,37,1/03/1979,4753
1/08/1993,AL-12:B,137,320,4,1/03/1979,4784
1/09/1993,AL-12:B,96,117,2,1/03/1979,4814
1/10/1993,AL-12:B,79,97,2,1/03/1979,4845
1/11/1993,AL-12:B,100,203,4,1/03/1979,4875
1/12/1993,AL-12:B,162,351,54,1/03/1979,4906
1/01/1994,AL-12:B,80,441,,1/03/1979,4937
1/02/1994,AL-12:B,104,409,,1/03/1979,4965
1/03/1994,AL-12:B,82,851,,1/03/1979,4996
1/04/1994,AL-12:B,83,691,,1/03/1979,5026
1/05/1994,AL-12:B,,,,1/03/1979,5026
1/06/1994,AL-12:B,74,,,1/03/1979,5056
1/07/1994,AL-12:B,90,380,,1/03/1979,5087
1/08/1994,AL-12:B,,,6,1/03/1979,5087
1/09/1994,AL-12:B,81,637,,1/03/1979,5117
1/10/1994,AL-12:B,107,781,,1/03/1979,5148
1/11/1994,AL-12:B,75,371,,1/03/1979,5178
1/12/1994,AL-12:B,75,563,28,1/03/1979,5209
1/01/1995,AL-12:B,114,520,,1/03/1979,5240
1/02/1995,AL-12:B,107,465,,1/03/1979,5268
1/03/1995,AL-12:B,75,585,24,1/03/1979,5299
1/04/1995,AL-12:B,107,510,,1/03/1979,5329
1/05/1995,AL-12:B,154,510,,1/03/1979,5360
1/06/1995,AL-12:B,92,500,,1/03/1979,5390
1/07/1995,AL-12:B,82,420,,1/03/1979,5421
1/08/1995,AL-12:B,110,410,,1/03/1979,5452
1/09/1995,AL-12:B,81,360,,1/03/1979,5482
1/10/1995,AL-12:B,95,380,,1/03/1979,5513
1/11/1995,AL-12:B,80,370,,1/03/1979,5543
1/12/1995,AL-12:B,74,358,,1/03/1979,5574
1/01/1996,AL-12:B,100,383,,1/03/1979,5605
1/02/1996,AL-12:B,76,390,28,1/03/1979,5634
1/03/1996,AL-12:B,86,410,,1/03/1979,5665
1/04/1996,AL-12:B,76,370,,1/03/1979,5695
1/05/1996,AL-12:B,81,323,,1/03/1979,5726
1/06/1996,AL-12:B,85,373,,1/03/1979,5756
1/07/1996,AL-12:B,92,270,,1/03/1979,5787
1/08/1996,AL-12:B,107,282,,1/03/1979,5818
1/09/1996,AL-12:B,,,,1/03/1979,5818
1/10/1996,AL-12:B,,,,1/03/1979,5818
1/11/1996,AL-12:B,,,,1/03/1979,5818
1/12/1996,AL-12:B,72,,21,1/03/1979,5849
1/01/1997,AL-12:B,89,,29,1/03/1979,5880
1/02/1997,AL-12:B,60,,29,1/03/1979,5908
1/03/1997,AL-12:B,83,,63,1/03/1979,5939
1/04/1997,AL-12:B,75,,77,1/03/1979,5969
1/05/1997,AL-12:B,114,,77,1/03/1979,6000
1/06/1997,AL-12:B,111,,88,1/03/1979,6030
1/07/1997,AL-12:B,86,,55,1/03/1979,6061
1/08/1997,AL-12:B,98,,45,1/03/1979,6092
1/09/1997,AL-12:B,70,,57,1/03/1979,6122
1/10/1997,AL-12:B,44,,68,1/03/1979,6153
1/11/1997,AL-12:B,43,,42,1/03/1979,6183
1/12/1997,AL-12:B,59,,69,1/03/1979,6214
1/01/1998,AL-12:B,,,,1/03/1979,6214
1/02/1998,AL-12:B,,,,1/03/1979,6214
1/03/1998,AL-12:B,,,,1/03/1979,6214
1/04/1998,AL-12:B,48,,18,1/03/1979,6244
1/05/1998,AL-12:B,63,,37,1/03/1979,6275
1/06/1998,AL-12:B,53,,17,1/03/1979,6305
1/07/1998,AL-12:B,94,,43,1/03/1979,6336
1/08/1998,AL-12:B,92,,39,1/03/1979,6367
1/09/1998,AL-12:B,57,,28,1/03/1979,6397
1/10/1998,AL-12:B,70,,25,1/03/1979,6428
1/11/1998,AL-12:B,62,,33,1/03/1979,6458
1/12/1998,AL-12:B,47,,32,1/03/1979,6489
1/01/1999,AL-12:B,40,,17,1/03/1979,6520
1/02/1999,AL-12:B,35,,5,1/03/1979,6548
1/03/1999,AL-12:B,49,,19,1/03/1979,6579
1/04/1999,AL-12:B,25,,5,1/03/1979,6609
1/05/1999,AL-12:B,56,,12,1/03/1979,6640
1/06/1999,AL-12:B,49,,23,1/03/1979,6670
1/07/1999,AL-12:B,71,,4,1/03/1979,6701
1/08/1999,AL-12:B,55,,13,1/03/1979,6732
1/09/1999,AL-12:B,48,,12,1/03/1979,6762
1/10/1999,AL-12:B,58,,16,1/03/1979,6793
1/11/1999,AL-12:B,52,,22,1/03/1979,6823
1/12/1999,AL-12:B,35,,9,1/03/1979,6854
1/01/2000,AL-12:B,44,,7,1/03/1979,6885
1/02/2000,AL-12:B,23,,1,1/03/1979,6914
1/03/2000,AL-12:B,52,,,1/03/1979,6945
1/04/2000,AL-12:B,35,,,1/03/1979,6975
1/05/2000,AL-12:B,37,,5,1/03/1979,7006
1/06/2000,AL-12:B,53,,,1/03/1979,7036
1/07/2000,AL-12:B,40,,,1/03/1979,7067
1/08/2000,AL-12:B,29,,,1/03/1979,7098
1/09/2000,AL-12:B,55,,,1/03/1979,7128
1/10/2000,AL-12:B,51,,,1/03/1979,7159
1/11/2000,AL-12:B,43,,,1/03/1979,7189
1/12/2000,AL-12:B,37,,,1/03/1979,7220
1/01/2001,AL-12:B,41,,7,1/03/1979,7251
1/02/2001,AL-12:B,36,,,1/03/1979,7279
1/03/2001,AL-12:B,35,,8,1/03/1979,7310
1/04/2001,AL-12:B,47,,,1/03/1979,7340
1/05/2001,AL-12:B,40,,,1/03/1979,7371
1/06/2001,AL-12:B,31,,8,1/03/1979,7401
1/07/2001,AL-12:B,39,,,1/03/1979,7432
1/08/2001,AL-12:B,46,,,1/03/1979,7463
1/09/2001,AL-12:B,32,,,1/03/1979,7493
1/10/2001,AL-12:B,32,,,1/03/1979,7524
1/11/2001,AL-12:B,31,,,1/03/1979,7554
1/12/2001,AL-12:B,45,,,1/03/1979,7585
1/01/2002,AL-12:B,37,,,1/03/1979,7616
1/02/2002,AL-12:B,29,,15,1/03/1979,7644
1/03/2002,AL-12:B,41,,8,1/03/1979,7675
1/04/2002,AL-12:B,36,,,1/03/1979,7705
1/05/2002,AL-12:B,27,,,1/03/1979,7736
1/06/2002,AL-12:B,36,,,1/03/1979,7766
1/07/2002,AL-12:B,26,,7,1/03/1979,7797
1/08/2002,AL-12:B,41,,7,1/03/1979,7828
1/09/2002,AL-12:B,39,,,1/03/1979,7858
1/10/2002,AL-12:B,46,,6,1/03/1979,7889
1/11/2002,AL-12:B,55,,,1/03/1979,7919
1/12/2002,AL-12:B,38,,9,1/03/1979,7950
1/01/2003,AL-12:B,53,,,1/03/1979,7981
1/02/2003,AL-12:B,35,,,1/03/1979,8009
1/03/2003,AL-12:B,29,,5,1/03/1979,8040
1/04/2003,AL-12:B,35,,,1/03/1979,8070
1/05/2003,AL-12:B,42,,,1/03/1979,8101
1/06/2003,AL-12:B,42,,,1/03/1979,8131
1/07/2003,AL-12:B,40,,,1/03/1979,8162
1/08/2003,AL-12:B,41,,,1/03/1979,8193
1/09/2003,AL-12:B,38,,,1/03/1979,8223
1/10/2003,AL-12:B,36,,,1/03/1979,8254
1/11/2003,AL-12:B,48,,,1/03/1979,8284
1/12/2003,AL-12:B,38,,,1/03/1979,8315
1/01/2004,AL-12:B,41,,,1/03/1979,8346
1/02/2004,AL-12:B,29,,,1/03/1979,8375
1/03/2004,AL-12:B,32,,,1/03/1979,8406
1/04/2004,AL-12:B,39,,,1/03/1979,8436
1/05/2004,AL-12:B,35,,,1/03/1979,8467
1/06/2004,AL-12:B,31,,,1/03/1979,8497
1/07/2004,AL-12:B,39,,,1/03/1979,8528
1/08/2004,AL-12:B,29,,,1/03/1979,8559
1/09/2004,AL-12:B,29,,,1/03/1979,8589
1/10/2004,AL-12:B,31,,26,1/03/1979,8620
1/11/2004,AL-12:B,13,,7,1/03/1979,8650
1/12/2004,AL-12:B,26,,126,1/03/1979,8681
1/01/2005,AL-12:B,23,,6,1/03/1979,8712
1/02/2005,AL-12:B,20,,,1/03/1979,8740
1/03/2005,AL-12:B,34,,,1/03/1979,8771
1/04/2005,AL-12:B,27,,,1/03/1979,8801
1/05/2005,AL-12:B,33,,,1/03/1979,8832
1/06/2005,AL-12:B,31,,,1/03/1979,8862
1/07/2005,AL-12:B,35,,,1/03/1979,8893
1/08/2005,AL-12:B,27,,10,1/03/1979,8924
1/09/2005,AL-12:B,33,,,1/03/1979,8954
1/10/2005,AL-12:B,40,,,1/03/1979,8985
1/11/2005,AL-12:B,33,,,1/03/1979,9015
1/12/2005,AL-12:B,40,,,1/03/1979,9046
1/01/2006,AL-12:B,17,,9,1/03/1979,9077
1/02/2006,AL-12:B,17,,8,1/03/1979,9105
1/03/2006,AL-12:B,29,,13,1/03/1979,9136
1/04/2006,AL-12:B,26,,22,1/03/1979,9166
1/05/2006,AL-12:B,19,,8,1/03/1979,9197
1/06/2006,AL-12:B,34,,,1/03/1979,9227
1/07/2006,AL-12:B,19,,,1/03/1979,9258
1/08/2006,AL-12:B,36,,,1/03/1979,9289
1/09/2006,AL-12:B,25,,,1/03/1979,9319
1/10/2006,AL-12:B,26,,,1/03/1979,9350
1/11/2006,AL-12:B,34,,,1/03/1979,9380
1/12/2006,AL-12:B,12,,5,1/03/1979,9411
1/01/2007,AL-12:B,29,,9,1/03/1979,9442
1/02/2007,AL-12:B,28,,17,1/03/1979,9470
1/03/2007,AL-12:B,23,,16,1/03/1979,9501
